c46acd24-0051-11e6-a683-02a9f045b343,1,57,Virus.ScrInject.JS.1,0,4.560990452,1,0,0,0,0,122,0,1,0,0,0,0,0,0,122,95,47.5,0,0,4.828330171,0,1,0,0,2.280495226,1.62601626,1
f98403e4-0057-11e6-a683-02a9f045b343,1,57,TrojanDownloader.JS.avhq,2,4.878212825,0,0,0,0,0.032967033,21097,0,2,1,0,0,0,0,0,1317.625,19858,2584.625,0,1,5.021815971,0,0,0,0,1.794828844,5.070435896,1
5e0968ea-0053-11e6-a683-02a9f045b343,1,57,Trojan.JS.bam,0,4.585913061,0,0,0,0,0.045454545,1241,4,2,0,0,6,0,0,0,309.5,82,13.7826087,0,0,5.416235332,0,0,5,0,2.693259914,0.807102502,1
f6eec640-0053-11e6-a683-02a9f045b343,1,57,Trojan-Clicker.HTML.Agent,0,5.033594126,6,1,0,0,0.12,2156,0,14,0,0,12,0,0,5,60.62857143,167,23.23214286,0,6,5.411247466,0,0,0,0,2.5005488,3.532736693,1
a1597d02-0052-11e6-a683-02a9f045b343,1,57,JS.eIframeDwNMe.F13C,0,4.88418757,0,2,2,0,0.181818182,169,0,2,0,0,0,0,0,0,84,96,49,0,0,5.159069777,0,0,0,0,3.056968784,2.366863905,1
34d662d4-0053-11e6-a683-02a9f045b343,25,57,JS:Trojan.JS.Iframe.P,1,1.422989225,0,0,0,0,0.029126214,900,0,1,1,0,2,0,0,0,299.3333333,650,83.25,0,6,3.234648995,0,0,0,0,0.63702157,0.333704116,1
e761d314-0050-11e6-a683-02a9f045b343,30,57,JS:Trojan.Iframe.AXP,86,4.802452242,0,3,3,0,0.037817967,73796,97,10,0,0,98,21,5,3,413.5898876,337,8.969915764,4,192,5.375103005,1,0,21,0,2.148422226,2.512904102,1
e8a5232a-0050-11e6-a683-02a9f045b343,31,57,JS:Trojan.Iframe.AXP,22,4.873235826,0,2,2,0,0.050415931,13340,39,2,0,0,33,1,0,0,493.1111111,70,9.462025316,6,42,5.584413585,1,0,10,0,2.265743167,7.57791964,1
04d53526-0051-11e6-a683-02a9f045b343,31,56,JS:Trojan.Iframe.AXP,31,4.8420576,0,2,2,0,0.058833116,19859,52,5,0,0,33,3,0,1,661,299,12.15765766,4,35,5.545321557,2,0,7,0,2.325178788,5.683021532,1
096d0f28-0051-11e6-a683-02a9f045b343,28,57,JS:Trojan.Iframe.AXP,0,3.903208062,0,2,2,0,0.002806624,48258,6,226,0,0,272,0,0,0,1048.108696,554,30.21970234,0,102,4.302763644,0,0,0,0,1.885640093,1.798232878,1
0d3a3626-0051-11e6-a683-02a9f045b343,31,57,JS:Trojan.Iframe.AXP,1,4.38418372,0,2,2,0,0.092158448,7207,6,4,2,0,11,1,0,0,31.61538462,82,15.10280374,0,8,5.065004671,0,0,0,0,2.894750734,14.76817401,1
c8d5064e-0052-11e6-a683-02a9f045b343,2,57,JS:ScriptIP-inf [Trj],0,5.975467606,0,0,0,0,0.070038911,5179,0,9,0,0,27,0,0,0,234.4545455,767,62.05633803,0,4,6.165609219,1,0,0,0,3.04168996,1.860825741,1
f3f7340c-0055-11e6-a683-02a9f045b343,3,57,JS:Redirector-BJC [Trj],0,2.5,0,0,0,0,0,4288,0,0,0,0,0,0,0,0,4288,13,4.148387097,0,38,3.021410163,0,0,0,0,1.028462947,0,1
92a46536-004f-11e6-a683-02a9f045b343,1,57,JS:Malware.UDM!1.A4CD [F],39,5.028639312,2,6,4,0,0.057004405,48257,34,5,1,0,83,3,1,2,9650.6,104,9.303899083,4,109,5.586294793,2,1,18,0,2.478356609,0.884900734,1
af7a96f0-0057-11e6-a683-02a9f045b343,1,57,html.redirect.infa.gen,0,5.986353997,0,0,0,0,0.079422383,5244,0,8,0,0,26,0,0,0,237.4090909,760,61.87323944,0,4,6.174804688,1,0,0,0,3.021872805,1.837672282,1
a9613708-0055-11e6-a683-02a9f045b343,1,57,HTML:Trojan.ScrInject!8.A [F],0,4.738245335,0,0,0,0,0.181818182,117,0,1,0,0,0,0,0,0,117,84,42,0,0,4.901903559,0,0,0,0,2.369122668,2.542372881,1
d2138340-0055-11e6-a683-02a9f045b343,1,57,BehavesLike.HTML.DecKryptik.xq,0,4.31200269,1,0,0,0,0.12,490,0,1,0,0,1,0,0,0,80.83333333,280,94,0,1,5.256646241,0,1,0,0,1.43733423,5.144032922,1
