1801b1c2-0030-11e6-becf-02a9f045b343,4,57,HTML.JS.AA,0,3.625,0,0,0,0,0.035714286,384,0,0,0,0,0,0,0,0,26.5,16,9.833333333,0,0,4.503035674,0,0,0,0,2.589346711,26.88172043,1
494ba6fe-0033-11e6-becf-02a9f045b343,1,57,BehavesLike.HTML.Downloader.xr,0,4.568822813,1,0,0,0,0.058823529,4598,0,1,0,0,1,0,0,1,4598,4563,2281.5,0,0,4.592055578,0,1,0,0,2.284411407,0,1
3df07c74-0030-11e6-becf-02a9f045b343,4,57,HTML.JS.AA,0,3.625,0,0,0,0,0.035714286,384,0,0,0,0,0,0,0,0,26.5,16,9.833333333,0,0,4.503035674,0,0,0,0,2.589346711,26.88172043,1
fe4dc808-0032-11e6-becf-02a9f045b343,10,57,HTML.Phish.A,0,3.998652547,0,0,0,0,0.081705151,2970,0,0,0,0,3,0,0,0,20.52898551,34,14.8125,0,14,4.935546812,0,0,0,0,2.126124751,7.233592096,1
9061a04a-0031-11e6-becf-02a9f045b343,2,57,HTML/Phish.BP,0,4.840083252,0,0,0,0,0.013661202,4426,0,50,0,0,50,0,0,0,32.03731343,85,68.25490196,0,0,5.041616768,0,0,0,0,3.993464468,0.815090824,1
bc63f2b2-0034-11e6-becf-02a9f045b343,9,57,JS:Trojan.Script.CUS,0,5.998801907,0,0,0,0,0.148148148,12077,0,2,0,0,2,0,0,0,1724.428571,11910,3990.666667,0,0,6.01870348,0,0,0,0,3.973580051,0.099403579,1
29f98ec8-0034-11e6-becf-02a9f045b343,1,57,JS.eIframeDwNMe.F6D0,0,5.015558641,0,2,2,0,0.153846154,303,0,2,0,0,0,0,0,0,303,149,56,0,1,5.107453477,0,0,0,0,2.407309327,6.907894737,1
197a216a-0030-11e6-becf-02a9f045b343,1,57,js.redirector.nl.31,58,4.802452242,0,1,1,0,0.038864388,57256,74,9,1,0,72,9,4,3,2725.52381,307,9.15615142,2,142,5.521412765,1,0,12,0,2.159356658,1.416915632,1
1b08642e-0030-11e6-becf-02a9f045b343,4,57,JS/Agent.QE.gen,1,3.095795255,0,0,0,0,0.105263158,73,0,0,0,0,1,0,0,0,13.8,11,5.5,0,0,4.290258936,0,0,0,0,1.547897628,5.714285714,1
1a179670-0030-11e6-becf-02a9f045b343,2,57,JS/Redir.AQ,0,4.42128143,0,0,0,4,0.047619048,4125,0,1,0,0,1,0,0,0,4125,4035,1352.333333,0,0,4.447759118,0,0,0,0,2.664635031,35.60349006,1
7efb2da2-0037-11e6-becf-02a9f045b343,19,57,Trojan.HTML.Phishing.FE,0,3.998652547,0,0,0,0,0.081705151,2985,0,0,0,0,3,0,0,0,20.63768116,34,14.8125,0,14,4.929885094,0,0,0,0,2.126124751,7.722007722,1
88cda74e-0030-11e6-becf-02a9f045b343,21,57,Trojan.HTML.Phishing.JI,0,3.836591668,0,0,0,0,0.071174377,1545,10,0,0,0,20,0,0,0,23.15625,20,9.027777778,0,0,4.850372532,0,0,0,0,2.552461402,9.238031018,1
9b94d5bc-0037-11e6-becf-02a9f045b343,21,57,Trojan.HTML.Phishing.JI,0,3.836591668,0,0,0,0,0.071174377,1545,10,0,0,0,20,0,0,0,23.15625,20,9.027777778,0,0,4.850372532,0,0,0,0,2.552461402,9.238031018,1
3c89b242-0030-11e6-becf-02a9f045b343,14,57,Trojan.Phishing.U,0,3.625,0,0,0,0,0.035714286,384,0,0,0,0,0,0,0,0,26.5,16,9.833333333,0,0,4.503035674,0,0,0,0,2.589346711,26.88172043,1
6c18632a-0033-11e6-becf-02a9f045b343,20,57,Trojan.Script.CKH,0,5.034364653,0,0,0,0,0.01369863,509,4,1,0,0,2,0,0,0,509,145,27.57142857,0,0,5.305634568,0,0,0,0,2.656035905,4.117647059,1
8ee9ccb4-0032-11e6-becf-02a9f045b343,1,56,TrojanDownloader.JS.auzm,3,4.801489785,0,0,0,0,0.042735043,717,0,2,1,0,0,0,0,0,178.5,263,47.77777778,0,1,5.359301919,0,0,0,0,1.775879163,0.979020979,1
