2040,28
0,3.75,0,0,0,0,0.039603960396,591,0,0,0,0,5,0,0,0,196.333333333,30,13.1818181818,0,0,5.16246035363,0,0,0,0,2.75697315429,5.08474576271,0
0,4.03230324274,0,0,0,0,0.0625,172,0,0,0,0,0,0,0,0,33.6,27,13.6666666667,0,0,5.05068786166,0,0,0,0,2.47036224541,7.10059171598,0
0,4.54713219131,0,0,0,0,0.110091743119,913,3,4,0,0,7,0,0,0,40.5454545455,65,21.8235294118,0,2,5.19688884396,0,0,0,0,2.85420994503,10.5263157895,0
3,4.99364711769,0,0,0,0,0.0614035087719,4857,2,10,0,0,4,0,0,0,40.5213675214,114,40.9523809524,0,0,5.22920199733,0,0,0,0,3.48174187509,18.2623365668,0
0,4.49032707344,0,0,0,0,0.00826446280992,1055,0,6,0,0,18,0,0,0,527.0,66,14.1212121212,0,0,5.37002592875,0,0,0,0,2.73876451624,0.0947867298578,0
0,3.41829583405,0,0,0,0,0.0161290322581,351,0,0,0,0,0,0,0,0,18.5555555556,14,10.8,0,0,5.11638578936,0,0,0,0,2.62521497719,4.17910447761,0
3,3.78494182744,0,0,0,0,0.0448045757865,3362,5,0,0,0,6,0,1,0,1120.0,21,7.48148148148,2,7,5.16263576161,0,0,5,0,2.25959249148,0.86283844094,0
171,5.91378786001,7,3,3,0,0.0472427732438,217277,96,60,3,0,290,38,5,10,4621.93617021,544,10.6103488828,37,503,5.46642144868,25,0,25,0,2.31753105906,1.20884584223,0
0,2.92192809489,0,0,0,0,0.0769230769231,286,0,0,0,0,0,0,0,0,94.6666666667,10,5.0,1,0,5.13849159271,0,0,0,0,1.46096404744,1.75438596491,0
0,3.96129455797,0,0,0,0,0.0625,546,3,1,0,0,1,0,0,0,38.0714285714,43,12.375,0,0,4.38712006821,0,0,0,0,2.53371129592,29.0262172285,0
0,2.75,0,0,0,0,0.0,31,0,0,0,0,0,0,0,0,31.0,9,5.66666666667,0,0,4.02661929419,0,0,0,0,1.82516018567,3.125,0
0,3.78934199465,0,0,0,0,0.031007751938,868,0,8,0,0,1,0,0,0,433.5,44,37.1,0,0,5.12102273517,0,0,0,0,3.38913536021,0.230414746544,0
